synset	domain 
Synset('indirect_object.n.01')	Synset('ordering.n.01')
Synset('booth.n.01')	Synset('furniture.n.01')
Synset('booth.n.02')	Synset('room.n.01')
Synset('toe.n.01')	Synset('external_body_part.n.01')
Synset('booth.n.04')	Synset('establishment.n.04')
Synset('contopus.n.01')	Synset('bird_genus.n.01')-misc
Synset('ornithine.n.01')	Synset('organic_compound.n.01')-misc
Synset('topos.n.01')	Synset('idea.n.01')-misc
Synset('neoplatonist.n.01')	Synset('follower.n.01')
Synset('drawknife.n.01')	Synset('cutting_implement.n.01')
Synset('representational_process.n.01')	Synset('representational_process.n.01')
Synset('market_town.n.01')	Synset('geographical_area.n.01')-misc
Synset('oboe.n.01')	Synset('musical_instrument.n.01')
Synset('pernod.n.01')	Synset('alcohol.n.01')-misc
Synset('united_states_senate.n.01')	Synset('assembly.n.04')
Synset('ballcock.n.01')	Synset('control.n.09')
Synset('television_station.n.01')	Synset('facility.n.01')
Synset('swimming_crab.n.01')	Synset('crustacean.n.01')
Synset('fluorapatite.n.01')	Synset('mineral.n.01')-misc
Synset('burrawong.n.01')	Synset('spermatophyte.n.01')-misc
Synset('union.n.01')	Synset('organization.n.01')-misc
Synset('sodium.n.01')	Synset('chemical_element.n.01')
Synset('union.n.07')	Synset('unit.n.03')-misc
Synset('triviality.n.03')	Synset('object.n.01')-misc
Synset('pita.n.01')	Synset('starches.n.01')
Synset('union.n.04')	Synset('state.n.02')-misc
Synset('optical_phenomenon.n.01')	Synset('physical_phenomenon.n.01')-misc
Synset('benzoin.n.02')	Synset('magnoliid_dicot_genus.n.01')
Synset('union.n.09')	Synset('happening.n.01')-misc
Synset('union.n.08')	Synset('collection.n.01')-misc
Synset('pinchgut.n.01')	Synset('person.n.01')-misc
Synset('pollster.n.01')	Synset('communicator.n.01')-misc
Synset('olive_drab.n.01')	Synset('visual_property.n.01')
Synset('gamma_globulin.n.01')	Synset('protein.n.01')
Synset('shegetz.n.01')	Synset('religious_person.n.01')
Synset('hot_line.n.01')	Synset('connection.n.03')
Synset('undine.n.01')	Synset('spiritual_being.n.01')
Synset('rockslide.n.01')	Synset('movement.n.03')
Synset('nutritiousness.n.01')	Synset('quality.n.01')-misc
Synset('chicken_marengo.n.01')	Synset('dish.n.02')-misc
Synset('book_agent.n.01')	Synset('employee.n.01')-misc
Synset('coextension.n.01')	Synset('fundamental_quantity.n.01')-misc
Synset('balloonist.n.01')	Synset('skilled_worker.n.01')-misc
Synset('double_knit.n.01')	Synset('fabric.n.01')-misc
Synset('mahdist.n.01')	Synset('follower.n.01')
Synset('dwarf_sumac.n.01')	Synset('shrub.n.01')-misc
Synset('academy_award.n.01')	Synset('award.n.02')
Synset('platinum.n.01')	Synset('chemical_element.n.01')
Synset('fiddler_crab.n.01')	Synset('crustacean.n.01')
Synset('overactivity.n.01')	Synset('bodily_process.n.01')-misc
Synset('rorschach.n.01')	Synset('measurement.n.01')
Synset('cartesian_plane.n.01')	Synset('shape.n.02')-misc
Synset('housemaster.n.01')	Synset('professional.n.01')
Synset('rigor_mortis.n.01')	Synset('physical_condition.n.01')-misc
Synset('growing_pains.n.02')	Synset('feeling.n.01')-misc
Synset('growing_pains.n.01')	Synset('pain.n.01')
Synset('gleditsia.n.01')	Synset('rosid_dicot_genus.n.01')-misc
Synset('beaker.n.02')	Synset('article.n.02')
Synset('whelk.n.01')	Synset('seafood.n.01')
Synset('odd-toed_ungulate.n.01')	Synset('odd-toed_ungulate.n.01')
Synset('hook_and_eye.n.01')	Synset('restraint.n.06')
Synset('spaniard.n.01')	Synset('european.n.01')
Synset('chimaeridae.n.01')	Synset('fish_family.n.01')
Synset('report.n.03')	Synset('information.n.01')
Synset('report.n.02')	Synset('speech_act.n.01')-misc
Synset('report.n.01')	Synset('document.n.01')-misc
Synset('mythology.n.01')	Synset('collection.n.01')-misc
Synset('vermiculite.n.01')	Synset('mineral.n.01')-misc
Synset('violin_section.n.01')	Synset('organization.n.01')-misc
Synset('prix_de_rome.n.01')	Synset('award.n.02')
Synset('eryngium.n.01')	Synset('rosid_dicot_genus.n.01')-misc
Synset('ham_and_eggs.n.01')	Synset('dish.n.02')-misc
Synset('raggedness.n.02')	Synset('quality.n.01')-misc
Synset('ankle_brace.n.01')	Synset('support.n.10')-misc
Synset('cancellation.n.01')	Synset('change_of_state.n.01')-misc
Synset('cancellation.n.02')	Synset('statement.n.01')-misc
Synset('watchmaker.n.01')	Synset('creator.n.02')
Synset('bird.n.02')	Synset('meat.n.01')
Synset('aquifer.n.01')	Synset('geological_formation.n.01')
Synset('groom.n.03')	Synset('relative.n.01')
Synset('piano_lesson.n.01')	Synset('profession.n.02')
Synset('creeping_oxalis.n.01')	Synset('herb.n.01')-misc
Synset('foray.n.01')	Synset('operation.n.05')
Synset('subdivision.n.01')	Synset('tract.n.01')
Synset('fine_structure.n.01')	Synset('mark.n.04')
Synset('foray.n.02')	Synset('attempt.n.01')
Synset('contact.n.08')	Synset('communication.n.01')
Synset('contact.n.09')	Synset('device.n.01')-misc
Synset('tennis_lesson.n.01')	Synset('profession.n.02')
Synset('algerian_monetary_unit.n.01')	Synset('monetary_unit.n.01')-misc
Synset('stem_blight.n.01')	Synset('plant_disease.n.01')
Synset('contact.n.02')	Synset('act.n.02')-misc
Synset('contact.n.03')	Synset('state.n.02')-misc
Synset('kosher.n.01')	Synset('nutriment.n.01')-misc
Synset('contact.n.01')	Synset('action.n.01')-misc
Synset('contact.n.07')	Synset('connection.n.03')
Synset('contact.n.04')	Synset('happening.n.01')-misc
Synset('bathos.n.01')	Synset('expressive_style.n.01')-misc
Synset('self.n.01')	Synset('psychological_state.n.01')
Synset('fire_escape.n.01')	Synset('way.n.06')-misc
Synset('self.n.02')	Synset('person.n.01')-misc
Synset('pool_table.n.01')	Synset('game_equipment.n.01')
Synset('fireclay.n.01')	Synset('earth.n.02')
Synset('bladder.n.01')	Synset('cavity.n.04')
Synset('steering_gear.n.01')	Synset('mechanism.n.05')-misc
Synset('fauces.n.01')	Synset('passage.n.07')
Synset('course.n.01')	Synset('activity.n.01')-misc
Synset('course.n.02')	Synset('ordering.n.01')
Synset('course.n.03')	Synset('line.n.11')
Synset('chironomidae.n.01')	Synset('arthropod_family.n.01')
Synset('course.n.07')	Synset('course.n.07')
Synset('course.n.08')	Synset('artifact.n.01')-misc
Synset('thought.n.03')	Synset('belief.n.01')-misc
Synset('white_stork.n.01')	Synset('wading_bird.n.01')
Synset('stateliness.n.02')	Synset('quality.n.01')-misc
Synset('stateliness.n.01')	Synset('demeanor.n.01')
Synset('nymph.n.01')	Synset('spiritual_being.n.01')
Synset('crane_fly.n.01')	Synset('insect.n.01')-misc
Synset('physics.n.02')	Synset('natural_science.n.01')-misc
Synset('vertical_tail.n.01')	Synset('device.n.01')-misc
Synset('free_list.n.01')	Synset('information.n.01')
Synset('cloakmaker.n.01')	Synset('creator.n.02')
Synset('physics.n.01')	Synset('natural_science.n.01')-misc
Synset('dammar.n.01')	Synset('resin.n.01')
Synset('sprat.n.01')	Synset('seafood.n.01')
Synset('imaging.n.02')	Synset('representation.n.10')
Synset('shrike.n.01')	Synset('oscine.n.01')-misc
Synset('possession.n.03')	Synset('psychological_state.n.01')
Synset('secondary_sex_characteristic.n.01')	Synset('concept.n.01')-misc
Synset('possession.n.01')	Synset('control.n.05')
Synset('precipitation.n.04')	Synset('movement.n.03')
Synset('backhand.n.01')	Synset('maneuver.n.03')
Synset('reading_clinic.n.01')	Synset('speech.n.02')
Synset('precipitation.n.01')	Synset('indefinite_quantity.n.01')-misc
Synset('chiwere.n.01')	Synset('amerind.n.01')
Synset('incomplete_fracture.n.01')	Synset('injury.n.01')
Synset('snow_job.n.01')	Synset('statement.n.01')-misc
Synset('poison_oak.n.01')	Synset('skin_disease.n.01')
Synset('zigzag.n.01')	Synset('shape.n.02')-misc
Synset('norwegian_elkhound.n.01')	Synset('dog.n.01')
Synset('whippoorwill.n.01')	Synset('bird.n.01')-misc
Synset('vesiculation.n.01')	Synset('organic_process.n.01')-misc
Synset('yoke.n.02')	Synset('state.n.02')-misc
Synset('spartina.n.01')	Synset('monocot_genus.n.01')-misc
Synset('rudd.n.01')	Synset('soft-finned_fish.n.01')
Synset('salamandridae.n.01')	Synset('family.n.06')-misc
Synset('dark_horse.n.01')	Synset('leader.n.01')-misc
Synset('database.n.01')	Synset('information.n.01')
Synset('equal_sign.n.01')	Synset('notation.n.01')
Synset('porphyrula.n.01')	Synset('bird_genus.n.01')-misc
Synset('imminence.n.01')	Synset('state.n.02')-misc
Synset('shaving-brush_tree.n.01')	Synset('tree.n.01')-misc
Synset('output_signal.n.01')	Synset('signal.n.01')-misc
Synset('cayenne.n.01')	Synset('shrub.n.01')-misc
Synset('connective_tissue.n.01')	Synset('connective_tissue.n.01')
Synset('blue_sky.n.01')	Synset('fluid.n.02')
Synset('quercus.n.01')	Synset('dicot_genus.n.01')-misc
Synset('catechumen.n.01')	Synset('person.n.01')-misc
Synset('horse_wrangler.n.01')	Synset('workman.n.01')
Synset('marrow.n.03')	Synset('dainty.n.01')
Synset('aerology.n.01')	Synset('natural_science.n.01')-misc
Synset('vascular_bundle.n.01')	Synset('plant_part.n.01')-misc
Synset('royal_air_force.n.01')	Synset('force.n.04')
Synset('docking.n.01')	Synset('action.n.01')-misc
Synset('coal_gas.n.01')	Synset('substance.n.07')-misc
Synset('mycelia_sterilia.n.01')	Synset('order.n.12')-misc
Synset('ideal.n.01')	Synset('idea.n.01')-misc
Synset('honeymoon.n.01')	Synset('time_period.n.01')-misc
Synset('anthoceros.n.01')	Synset('genus.n.02')-misc
Synset('stick.n.02')	Synset('stalk.n.02')
Synset('paper_flower.n.01')	Synset('vine.n.01')-misc
Synset('continuant_consonant.n.01')	Synset('language_unit.n.01')-misc
Synset('pine_snake.n.01')	Synset('snake.n.01')
Synset('environmentalism.n.01')	Synset('doctrine.n.01')
Synset('environmentalism.n.02')	Synset('protection.n.01')
Synset('lepromatous_leprosy.n.01')	Synset('communicable_disease.n.01')
Synset('morris_chair.n.01')	Synset('furniture.n.01')
Synset('orientation_course.n.01')	Synset('activity.n.01')-misc
Synset('vitiligo.n.01')	Synset('skin_disease.n.01')
Synset('double_take.n.01')	Synset('reaction.n.03')
Synset('scabies.n.01')	Synset('infection.n.01')
Synset('protoctista.n.01')	Synset('taxonomic_group.n.01')-misc
Synset('sextant.n.01')	Synset('unit_of_measurement.n.01')-misc
Synset('deviation.n.01')	Synset('change.n.01')
Synset('white_rhinoceros.n.01')	Synset('odd-toed_ungulate.n.01')
Synset('burn_center.n.01')	Synset('building.n.01')-misc
Synset('cackler.n.01')	Synset('gallinaceous_bird.n.01')
Synset('charm.n.04')	Synset('concept.n.01')-misc
Synset('queen_consort.n.01')	Synset('aristocrat.n.01')
Synset('homarus.n.01')	Synset('arthropod_genus.n.01')-misc
Synset('horsehair.n.02')	Synset('fabric.n.01')-misc
Synset('araucariaceae.n.01')	Synset('family.n.06')-misc
Synset('japanese_maple.n.01')	Synset('angiospermous_tree.n.01')-misc
Synset('output_program.n.01')	Synset('coding_system.n.01')
Synset('degenerative_disorder.n.01')	Synset('disorder.n.01')-misc
Synset('articulated_ladder.n.01')	Synset('way.n.06')-misc
Synset('switch-hitter.n.02')	Synset('person.n.01')-misc
Synset('independence.n.02')	Synset('ending.n.04')
Synset('gleba.n.01')	Synset('reproductive_structure.n.01')-misc
Synset('ski_conditions.n.01')	Synset('condition.n.01')-misc
Synset('slain.n.01')	Synset('people.n.01')
Synset('antihypertensive.n.01')	Synset('medicine.n.02')-misc
Synset('imperial.n.02')	Synset('container.n.01')-misc
Synset('tinca.n.01')	Synset('fish_genus.n.01')-misc
Synset('has-been.n.01')	Synset('adult.n.01')-misc
Synset('out-of-body_experience.n.01')	Synset('happening.n.01')-misc
Synset('press_gang.n.01')	Synset('military_unit.n.01')
Synset('gigabyte.n.01')	Synset('unit_of_measurement.n.01')-misc
Synset('gigabyte.n.02')	Synset('unit_of_measurement.n.01')-misc
Synset('queen_post.n.01')	Synset('structural_member.n.01')
Synset('kraft.n.01')	Synset('paper.n.01')
Synset('eptesicus.n.01')	Synset('mammal_genus.n.01')-misc
Synset('satyr.n.02')	Synset('spiritual_being.n.01')
Synset('transaction_file.n.01')	Synset('evidence.n.02')
Synset('fine_arts.n.01')	Synset('humanistic_discipline.n.01')-misc
Synset('handel.n.02')	Synset('music.n.01')-misc
Synset('splenic_vein.n.01')	Synset('vein.n.01')
Synset('incense.n.02')	Synset('perception.n.03')
Synset('backpacker.n.01')	Synset('traveler.n.01')
Synset('trial_period.n.01')	Synset('time_period.n.01')-misc
Synset('rustling.n.01')	Synset('transgression.n.01')
Synset('lunatic.n.01')	Synset('unfortunate.n.01')
Synset('saxicola.n.01')	Synset('bird_genus.n.01')-misc
Synset('malleus.n.01')	Synset('connective_tissue.n.01')
Synset('acidemia.n.01')	Synset('dyscrasia.n.01')
Synset('word_picture.n.01')	Synset('statement.n.01')-misc
Synset('person.n.01')	Synset('female.n.02')
Synset('person.n.02')	Synset('natural_object.n.01')-misc
Synset('person.n.03')	Synset('class.n.01')
Synset('nonreader.n.01')	Synset('person.n.01')-misc
Synset('brown_rat.n.01')	Synset('rodent.n.01')
Synset('mustache_cup.n.01')	Synset('article.n.02')
Synset('sarcoscypha_coccinea.n.01')	Synset('fungus.n.01')-misc
Synset('potboiler.n.01')	Synset('literary_composition.n.01')
Synset('potentiometer.n.01')	Synset('measuring_instrument.n.01')-misc
Synset('grid_metal.n.01')	Synset('chemical_element.n.01')
Synset('adenopathy.n.01')	Synset('disorder.n.01')-misc
Synset('gheg.n.01')	Synset('indo-european.n.02')
Synset('yardage.n.01')	Synset('position.n.07')
Synset('shasta.n.03')	Synset('amerind.n.01')
Synset('cloister.n.02')	Synset('area.n.05')-misc
Synset('instillator.n.01')	Synset('apparatus.n.01')
Synset('aghan.n.01')	Synset('calendar_month.n.01')
Synset('beet_sugar.n.01')	Synset('carbohydrate.n.01')
Synset('proprietress.n.01')	Synset('capitalist.n.02')
Synset('uruguay_potato.n.01')	Synset('vine.n.01')-misc
Synset('wild.n.01')	Synset('state.n.02')-misc
Synset('white_race.n.01')	Synset('group.n.01')-misc
Synset('shame.n.01')	Synset('feeling.n.01')-misc
Synset('naiadaceae.n.01')	Synset('monocot_family.n.01')
Synset('screen_pass.n.01')	Synset('plan.n.01')
Synset('trilisa.n.01')	Synset('asterid_dicot_genus.n.01')-misc
Synset('nigroporus_vinosus.n.01')	Synset('basidiomycete.n.01')
Synset('water_glass.n.02')	Synset('container.n.01')-misc
Synset('mixer.n.03')	Synset('electronic_equipment.n.01')
Synset('assyrian_akkadian.n.01')	Synset('afroasiatic.n.01')
Synset('immunopathology.n.01')	Synset('life_science.n.01')
Synset('pictorial.n.01')	Synset('work.n.02')
Synset('raffle.n.01')	Synset('diversion.n.01')-misc
Synset('garden_roller.n.01')	Synset('solid.n.03')
Synset('bream.n.01')	Synset('seafood.n.01')
Synset('tangier_pea.n.01')	Synset('climber.n.01')
Synset('bream.n.02')	Synset('seafood.n.01')
Synset('quitclaim.n.01')	Synset('legal_document.n.01')-misc
Synset('medicinal_leech.n.01')	Synset('invertebrate.n.01')-misc
Synset('month_of_sundays.n.01')	Synset('time_period.n.01')-misc
Synset('protuberance.n.02')	Synset('condition.n.01')-misc
Synset('emendation.n.01')	Synset('improvement.n.02')
Synset('cell_membrane.n.01')	Synset('membrane.n.02')
Synset('cottage_pie.n.01')	Synset('dish.n.02')-misc
Synset('ballet.n.02')	Synset('music.n.01')-misc
Synset('relentlessness.n.01')	Synset('quality.n.01')-misc
Synset('european_hornbeam.n.01')	Synset('tree.n.01')-misc
Synset('cornus.n.01')	Synset('rosid_dicot_genus.n.01')-misc
Synset('hostile_takeover.n.01')	Synset('acquiring.n.01')
Synset('conscription.n.01')	Synset('social_control.n.01')
Synset('needlebush.n.01')	Synset('shrub.n.01')-misc
Synset('oxygen_deficit.n.01')	Synset('magnitude.n.01')
Synset('leboyer_method_of_childbirth.n.01')	Synset('organic_process.n.01')-misc
Synset('selene.n.02')	Synset('fish_genus.n.01')-misc
Synset('auditor.n.02')	Synset('person.n.01')-misc
Synset('auditor.n.03')	Synset('capitalist.n.02')
Synset('hypermastigote.n.01')	Synset('protoctist.n.01')
Synset('trade_school.n.01')	Synset('educational_institution.n.01')
Synset('tribute_album.n.01')	Synset('medium.n.01')
Synset('gossamer.n.01')	Synset('fabric.n.01')-misc
Synset('artery.n.02')	Synset('road.n.01')
Synset('indignity.n.01')	Synset('activity.n.01')-misc
Synset('breed.n.02')	Synset('concept.n.01')-misc
Synset('supreme_headquarters_allied_powers_europe.n.01')	Synset('body.n.02')
Synset('attitude.n.03')	Synset('wrongdoing.n.02')-misc
Synset('checker.n.01')	Synset('assistant.n.01')
Synset('attitude.n.04')	Synset('position.n.07')
Synset('carat.n.01')	Synset('unit_of_measurement.n.01')-misc
Synset('sweetness.n.02')	Synset('property.n.02')-misc
Synset('miter_joint.n.01')	Synset('connection.n.03')
Synset('hardtop.n.01')	Synset('self-propelled_vehicle.n.01')
Synset('sour_salt.n.01')	Synset('flavorer.n.01')-misc
Synset('blue_cheese_dressing.n.01')	Synset('condiment.n.01')
Synset('wave_angle.n.01')	Synset('amorphous_shape.n.01')
Synset('coeducation.n.01')	Synset('activity.n.01')-misc
Synset('bach.n.02')	Synset('music.n.01')-misc
Synset('genus_gnetum.n.01')	Synset('gymnosperm_genus.n.01')
Synset('sclerometer.n.01')	Synset('measuring_instrument.n.01')-misc
Synset('dog_racing.n.01')	Synset('contest.n.01')
Synset('ceratophyllum.n.01')	Synset('magnoliid_dicot_genus.n.01')
Synset('naiadales.n.01')	Synset('plant_order.n.01')
Synset('solar_calendar.n.01')	Synset('structure.n.03')
Synset('spanish_cedar.n.01')	Synset('tree.n.01')-misc
Synset('brazier.n.01')	Synset('device.n.01')-misc
Synset('revenue_sharing.n.01')	Synset('act.n.02')-misc
Synset('musculus_abductor_digiti_minimi_manus.n.01')	Synset('contractile_organ.n.01')
Synset('opossum_rat.n.01')	Synset('mammal.n.01')-misc
Synset('iodic_acid.n.01')	Synset('acid.n.01')
Synset('direct_examination.n.01')	Synset('request.n.02')
Synset('buster.n.04')	Synset('person.n.01')-misc
Synset('mammee_apple.n.01')	Synset('fruit_tree.n.01')
Synset('buster.n.02')	Synset('person.n.01')-misc
Synset('buster.n.03')	Synset('traveler.n.01')
Synset('flowering_tobacco.n.01')	Synset('herb.n.01')-misc
Synset('white_spruce.n.01')	Synset('gymnospermous_tree.n.01')
